ADDRESS1,ADDRESS2,ADDRESS3,AREA,CATEGORY,CE_CATEGORY,CITY,CLOSE_DATE,COLLECTION_DAY,CREATED_BY,CREATED_BY_USER,CREATION_DATE,DEPARTMENT,DISTRICT,DIVISION,FOLLOWUP_DATE,FULL_ADDRESS,GROUP_NAME,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_RESOLVED_DATE,INCIDENT_TYPE_ID,LAST_MODIFIED_DATE,LAST_UPDATE_DATE,LAST_UPDATE_LOGIN,LAST_UPDATED_BY,Location 1,MAP_PAGE,MLGW_ON,MLGW_STATUS,NEXT_OPEN_TASK_DATE,NUMBER_OF_TASKS,OWNER_NAME,PARCEL_ID,POSTAL_CODE,REPORTED_DATE,REQUEST_PRIORITY,REQUEST_STATUS,REQUEST_TYPE,RESOLUTION_CODE,RESOLUTION_CODE_MEANING,RESOLUTION_SUMMARY,SR_CREATION_CHANNEL,STATE,STREET_NAME,SUB_DISTRICT,SWM_CODE,TARGET_BLOCK,ZONE,location1,SUMMARY_1,City Council Districts,South City,SC Quarter Mile Buffer,Memphis 3.0 Planning Districts,Shelby County Zip Codes
0 HAWKINS MILL RD,,,A,Garbage,,MEMPHIS,11/15/2024 12:00:00 AM,Thursday,,,11/15/2024 12:21:01 PM,Solid Waste Management,,Solid Waste Management,,0 HAWKINS MILL RD MEMPHIS TENNESSEE,Memphis,7182933,7182933,,10432,,11/15/2024 03:26:05 PM,,,0 HAWKINS MILL RD,,,A,,,,071048  00173,,11/15/2024 12:20:00 PM,Low,Closed,SWM-Garbage Missed,SWMGM1,,pu,WEB,Tennessee,HAWKINS MILL RD,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
899 BRAMBLEWOOD LN,,,D,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 03:09:31 PM,Solid Waste Management,,Solid Waste Management,,899 BRAMBLEWOOD LN MEMPHIS TENNESSEE,Memphis,7183033,7183033,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,899 BRAMBLEWOOD LN,,,A,,,,075166  00005,,11/15/2024 03:05:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,BRAMBLEWOOD LN,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3578 LANETTE RD,,,,Inspection-Junky Yard,,MEMPHIS,,,,,11/15/2024 10:29:29 AM,Code Enforcement,,Public Works,,3578 LANETTE RD MEMPHIS TENNESSEE 38109,Memphis,7182874,7182874,,10395,,11/15/2024 10:29:29 AM,,,3578 LANETTE RD,,,,,,,075083  00011,38109,11/15/2024 10:25:00 AM,Low,Open,CE-Junky Yard,,,,WEB,Tennessee,LANETTE RD,,,155,,POINT (-90.12608 35.08219),Not Applicable,6,,,14,12
2212 JACKSON AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 03:33:19 PM,STREET MAINTENANCE,,Public Works,,2212 JACKSON AVE MEMPHIS TENNESSEE,Memphis,7183054,7183054,,10398,,11/15/2024 03:33:19 PM,,,2212 JACKSON AVE,030,,,,,,052004  00006,,11/15/2024 03:30:00 PM,Low,Open,PW (ROW)-Right of Way Weeds,,,,WEB,Tennessee,JACKSON AVE,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"6777 Fossil Creek Rd, Memphis TN 38120, United States",,,C,Garbage,,MEMPHIS,,Monday,,,11/15/2024 05:00:05 PM,Solid Waste Management,,Solid Waste Management,,"6777 FOSSIL CREEK RD, MEMPHIS TN 38120, UNITED STATES",MEMPHIS,7183120,7183120,,10431,,11/15/2024 05:00:05 PM,,,"6777 FOSSIL CREEK RD, MEMPHIS TN 38120, UNITED STATES",,,,,,,080008 C00008,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Missed Bulk Trash,,,,WEB,TN,FOSSIL CREEK RD,,,,C1,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
"2680 Grove Manor Way, Memphis TN 38016, United States",,,E,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 09:18:49 AM,Solid Waste Management,,Solid Waste Management,,"2680 GROVE MANOR WAY, MEMPHIS TN 38016, UNITED STATES",MEMPHIS,7182803,7182803,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"2680 GROVE MANOR WAY, MEMPHIS TN 38016, UNITED STATES",,,A,,,,096624 E00015,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Recycling Missed,,,,WEB,TN,GROVE MANOR WAY,,,,E2,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
533 E GAGE AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:04:09 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:03:20 AM,533 E GAGE AVE MEMPHIS TN 38106,MEMPHIS,50076352,50076352,,10204,,11/15/2024 10:04:09 AM,,,533 E GAGE AVE,,,,,,,049010  00012,38106,11/15/2024 10:04:09 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,E GAGE AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
"7864 Brady Creek Cv, Cordova, TN, 38016, USA",,,E,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 12:02:58 PM,Solid Waste Management,,Solid Waste Management,,"7864 BRADY CREEK CV, CORDOVA, TN, 38016, USA",CITIZEN,7182921,7182921,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"7864 BRADY CREEK CV, CORDOVA, TN, 38016, USA",,,A,,,,,,11/15/2024 12:00:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,BRADY CREEK CV,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
697 E DEMPSTER AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 09:25:16 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 03:24:30 AM,697 E DEMPSTER AVE MEMPHIS TN 38106,MEMPHIS,50076323,50076323,,10205,,11/15/2024 09:25:16 AM,,,697 E DEMPSTER AVE,,,,,,,049064  00001,38106,11/15/2024 09:25:16 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,E DEMPSTER AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
"750 Marywood St, Memphis, TN, 38106, USA",,,D,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 10:03:16 AM,Solid Waste Management,,Solid Waste Management,,"750 MARYWOOD ST, MEMPHIS, TN, 38106, USA",CITIZEN,7182851,7182851,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"750 MARYWOOD ST, MEMPHIS, TN, 38106, USA",,,A,,,,,,11/15/2024 09:57:00 AM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,MARYWOOD ST,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3929 OAKSHIRE ST,,,D,Billing,,MEMPHIS,,Friday,,,11/15/2024 09:18:49 AM,Solid Waste Management,,Solid Waste Management,,3929 OAKSHIRE ST MEMPHIS TENNESSEE,Memphis,7182802,7182802,,10587,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3929 OAKSHIRE ST,,,A,,,,075109  00010,,11/15/2024 09:15:00 AM,Low,Open,SWM-Cart Lease Application,,,,WEB,Tennessee,OAKSHIRE ST,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
181 WALNUT CREEK RD,,,E,Cart Maintenance,,MEMPHIS,,Wednesday,,,11/15/2024 11:09:39 AM,Solid Waste Management,,Solid Waste Management,,181 WALNUT CREEK RD MEMPHIS TENNESSEE,Memphis,7182892,7182892,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,181 WALNUT CREEK RD,,,A,,,,091113  00065,,11/15/2024 11:07:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,WALNUT CREEK RD,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"3534 Charleswood Ave, Memphis TN 38122, United States",,,B,Cart Maintenance,,MEMPHIS,,Wednesday,,,11/15/2024 08:48:22 AM,Solid Waste Management,,Solid Waste Management,,"3534 CHARLESWOOD AVE, MEMPHIS TN 38122, UNITED STATES",MEMPHIS,7182768,7182768,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"3534 CHARLESWOOD AVE, MEMPHIS TN 38122, UNITED STATES",,,A,,,,044079  00027,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Missing Cart,,,,WEB,TN,CHARLESWOOD AVE,,,,B3,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
832 CANDACE DR,,,D,Billing,,MEMPHIS,,Wednesday,,,11/15/2024 10:31:28 AM,Solid Waste Management,,Solid Waste Management,,832 CANDACE DR MEMPHIS TENNESSEE,Memphis,7182875,7182875,,10440,,11/15/2024 03:23:13 PM,,jjackson_AWPM,832 CANDACE DR,,,A,,,,077049  00017,,11/15/2024 10:27:00 AM,Low,Open,SWM-Solid Waste Fees,,,,WEB,Tennessee,CANDACE DR,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
0 CENTRAL AVE,,,,Maintenance-Potholes,,MEMPHIS,11/15/2024 09:20:04 AM,,,,11/15/2024 07:09:51 AM,STREET MAINTENANCE,,Public Works,,0 CENTRAL AVE MEMPHIS TENNESSEE,MEMPHIS,50076284,50076284,,10266,,11/15/2024 09:20:10 AM,,,0 CENTRAL AVE,035,,,,,,032020  00012,,11/15/2024 01:07:25 AM,Low,Closed,PW (SM)-Potholes,OTHER,,Serviced by Public Works,WEB,Tennessee,CENTRAL AVE,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
908 E ALICE AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 11:02:07 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 05:01:25 AM,908 E ALICE AVE MEMPHIS TN 38106,MEMPHIS,50076378,50076378,,10205,,11/15/2024 11:02:07 AM,,,908 E ALICE AVE,,,,,,,049078  00018,38106,11/15/2024 11:02:07 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,E ALICE AVE,,,132,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
1540 LATHAM,,,,Weeds,,MEMPHIS,,,,,11/15/2024 02:22:04 PM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 08:21:15 AM,1540 LATHAM MEMPHIS TN 38106,MEMPHIS,50076413,50076413,,10205,,11/15/2024 02:22:04 PM,,,1540 LATHAM,,,,,,,034013  00027,38106,11/15/2024 02:22:04 PM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,LATHAM,,,126,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
7475 WINCHESTER RD,,,,,,MEMPHIS,,,,,11/15/2024 07:46:47 AM,DRAIN MAINTENANCE,,Public Works,11/22/2024 01:45:10 AM,7475 WINCHESTER RD MEMPHIS TN 38125,MEMPHIS,50076294,50076294,,29765,,11/15/2024 09:20:19 AM,,,7475 WINCHESTER RD,150,,,,,,081085  00016C,38125,11/15/2024 01:46:00 AM,Low,Open,PW (DM)-REPAIR INLET,OTHER,,Site Check,WEB,TN,WINCHESTER RD,,,,,POINT (-89.77828 35.02062),Not Applicable,,,,,21
3858 BIRCHLEAF RD,,,D,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 03:35:11 PM,Solid Waste Management,,Solid Waste Management,,3858 BIRCHLEAF RD MEMPHIS TENNESSEE,Memphis,7183056,7183056,,10431,,11/15/2024 03:35:11 PM,,,3858 BIRCHLEAF RD,,,,,,,077026  00032,,11/15/2024 03:32:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,BIRCHLEAF RD,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
576 E DEMPSTER AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 08:57:15 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 02:56:43 AM,576 E DEMPSTER AVE MEMPHIS TN 38106,MEMPHIS,50076308,50076308,,10205,,11/15/2024 08:57:15 AM,,,576 E DEMPSTER AVE,,,,,,,049061  00020,38106,11/15/2024 08:57:15 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,E DEMPSTER AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
2568 FONTAINE RD,,,D,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 08:34:18 AM,Solid Waste Management,,Solid Waste Management,,2568 FONTAINE RD MEMPHIS TENNESSEE,Memphis,7182757,7182757,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,2568 FONTAINE RD,,,A,,,,060148  00108,,11/15/2024 08:31:00 AM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,FONTAINE RD,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"3995 Raleigh-Millington Rd, Memphis TN 38128, United States",,,A,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 08:10:10 AM,Solid Waste Management,,Solid Waste Management,,"3995 RALEIGH-MILLINGTON RD, MEMPHIS TN 38128, UNITED STATES",MEMPHIS,7182739,7182739,,10667,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"3995 RALEIGH-MILLINGTON RD, MEMPHIS TN 38128, UNITED STATES",,,A,,,,090061  00020,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Dead Animal Collection,,,,WEB,TN,RALEIGH-MILLINGTON RD,,,,A1,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
3665 ELM PARK RD,,,D,Garbage,,MEMPHIS,,Monday,,,11/15/2024 03:11:32 PM,Solid Waste Management,,Solid Waste Management,,3665 ELM PARK RD MEMPHIS TENNESSEE,Memphis,7183036,7183036,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3665 ELM PARK RD,,,A,,,,060199  00009,,11/15/2024 03:09:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,ELM PARK RD,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1604 LOOKOUT DR,,,A,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 10:09:18 AM,Solid Waste Management,,Solid Waste Management,,1604 LOOKOUT DR MEMPHIS TENNESSEE,Memphis,7182857,7182857,,10432,,11/15/2024 10:11:40 AM,,,1604 LOOKOUT DR,,,,,,,070038  00014,,11/15/2024 10:06:00 AM,Low,Closed,SWM-Garbage Missed,SWM100,,p/u,WEB,Tennessee,LOOKOUT DR,,,,A3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"2478 Tarbet Dr, Memphis TN 38119, United States",,,E,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 02:33:19 PM,Solid Waste Management,,Solid Waste Management,,"2478 TARBET DR, MEMPHIS TN 38119, UNITED STATES",MEMPHIS,7182999,7182999,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"2478 TARBET DR, MEMPHIS TN 38119, UNITED STATES",,,A,,,,081051 D00109,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Missed Bulk Trash,,,,WEB,TN,TARBET DR,,,,E1,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
543 LODESTONE WAY,,,D,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 02:23:16 PM,Solid Waste Management,,Solid Waste Management,,543 LODESTONE WAY MEMPHIS TENNESSEE,Memphis,7182988,7182988,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,543 LODESTONE WAY,,,A,,,,075259 M00004,,11/15/2024 02:22:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,LODESTONE WAY,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
952 WINCHESTER RD,,,D,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 10:15:22 AM,Solid Waste Management,,Solid Waste Management,,952 WINCHESTER RD MEMPHIS TENNESSEE,Memphis,7182862,7182862,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,952 WINCHESTER RD,,,A,,,,077007  00027,,11/15/2024 10:12:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,WINCHESTER RD,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1168 GORDON ST,,,B,Billing,,MEMPHIS,,Wednesday,,,11/15/2024 10:51:36 AM,Solid Waste Management,,Solid Waste Management,,1168 GORDON ST MEMPHIS TENNESSEE,Memphis,7182882,7182882,,10442,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1168 GORDON ST,,,A,,,,043066  00086,,11/15/2024 10:48:00 AM,Low,Open,SWM-New Start Garbage Request,,,,WEB,Tennessee,GORDON ST,,,,B2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"100 N Humphreys Blvd, Memphis TN 38120, United States",,,,,,MEMPHIS,,,,,11/15/2024 09:26:23 AM,Environmental Enforcement,,Public Works,,"100 N HUMPHREYS BLVD, MEMPHIS TN 38120, UNITED STATES",MEMPHIS,7182812,7182812,,31747,,11/15/2024 09:26:23 AM,,,"100 N HUMPHREYS BLVD, MEMPHIS TN 38120, UNITED STATES",,,,,,,080001  00026,,11/14/2024 12:00:00 PM,Medium,Open,EE-Illegal Dumping,,,,WEB,TN,N HUMPHREYS BLVD,,,,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
1353 S HIGHLAND ST,,,C,Garbage,,MEMPHIS,,Tuesday,,,11/15/2024 10:05:16 AM,Solid Waste Management,,Solid Waste Management,,1353 S HIGHLAND ST MEMPHIS TENNESSEE,Memphis,7182852,7182852,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1353 S HIGHLAND ST,,,A,,,,058009  00006,,11/15/2024 10:01:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,S HIGHLAND ST,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
6632 KIRBY TRACE CV,,,E,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 08:22:15 AM,Solid Waste Management,,Solid Waste Management,,6632 KIRBY TRACE CV MEMPHIS TENNESSEE,Memphis,7182750,7182750,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,6632 KIRBY TRACE CV,,,A,,,,081065 A00001,,11/15/2024 08:20:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,KIRBY TRACE CV,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4200 RAINEY WOODS DR,,,,Others,,MEMPHIS,11/15/2024 09:00:00 AM,,,,11/15/2024 07:42:47 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,4200 RAINEY WOODS DR MEMPHIS TENNESSEE 38125,MEMPHIS,50076293,50076293,,10688,,11/15/2024 09:09:39 AM,,,4200 RAINEY WOODS DR,153,,,,,,D0242J F00061,38125,11/15/2024 01:41:26 AM,Low,Closed,EMI-Sewer Backup,,,"TD-233
CLEARED HVY DEBRIS 
4  LEFT CARD",WEB,Tennessee,RAINEY WOODS DR,,,,,POINT (-89.77828 35.02062),Not Applicable,,,,,21
902 COOPER ST,,,B,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 02:15:14 PM,Solid Waste Management,,Solid Waste Management,,902 COOPER ST MEMPHIS TENNESSEE,Memphis,7182976,7182976,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,902 COOPER ST,,,A,,,,029012  00027C,,11/15/2024 02:13:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,COOPER ST,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"6401-6473 Frosty Leaf Dr, Memphis, TN, 38141, USA",,,E,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 08:30:18 AM,Solid Waste Management,,Solid Waste Management,,"6401-6473 FROSTY LEAF DR, MEMPHIS, TN, 38141, USA",CITIZEN,7182755,7182755,,10667,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"6401-6473 FROSTY LEAF DR, MEMPHIS, TN, 38141, USA",,,A,,,,,,11/15/2024 08:27:00 AM,Low,Open,SWM-Dead Animal Collection,,,,WEB,Tennessee,FROSTY LEAF DR,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1530 OLD HICKORY RD,,,D,Garbage,,MEMPHIS,,Tuesday,,,11/15/2024 03:33:11 PM,Solid Waste Management,,Solid Waste Management,,1530 OLD HICKORY RD MEMPHIS TENNESSEE,Memphis,7183052,7183052,,10431,,11/15/2024 03:33:11 PM,,,1530 OLD HICKORY RD,,,,,,,078045  00019C,,11/15/2024 03:30:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,OLD HICKORY RD,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1759 N GRAHAM ST,,,B,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 08:58:43 AM,Solid Waste Management,,Solid Waste Management,,1759 N GRAHAM ST MEMPHIS TENNESSEE,Memphis,7182779,7182779,,10667,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1759 N GRAHAM ST,,,A,,,,062055  00009,,11/15/2024 08:57:00 AM,Low,Open,SWM-Dead Animal Collection,,,,WEB,Tennessee,N GRAHAM ST,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
8716 MACON RD,,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 03:03:30 PM,Solid Waste Management,,Solid Waste Management,,8716 MACON RD MEMPHIS TENNESSEE,Memphis,7183027,7183027,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,8716 MACON RD,,,A,,,,091011 E00041,,11/15/2024 03:00:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,MACON RD,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
383 ST MARTIN,,,,,,MEMPHIS,,,,,11/15/2024 08:05:09 AM,CODE ENFORCEMENT,,Public Works,11/29/2024 08:04:43 AM,383 ST MARTIN MEMPHIS TENNESSEE 38111,MEMPHIS,50076296,50076296,,34747,,11/15/2024 08:05:09 AM,,,383 ST MARTIN,,,,,,,002132  00001,38111,11/15/2024 08:04:00 AM,Low,Open,COMM-Graffiti,,,,WEB,Tennessee,ST MARTIN,,,80,,POINT (-89.94286 35.1124),Not Applicable,4,,,9,10
863 N TREZEVANT ST,,,,Others,,MEMPHIS,11/15/2024 10:30:00 AM,,,,11/15/2024 09:26:01 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,863 N TREZEVANT ST MEMPHIS TENNESSEE,MEMPHIS,50076321,50076321,,10688,,11/15/2024 10:25:18 AM,,,863 N TREZEVANT ST,030,,,,,,052006  00009,,11/15/2024 03:24:49 AM,Low,Closed,EMI-Sewer Backup,,,BROKEDOWN IN PROPERTY HOSE CAME UP OUT OF GROUND RIGHT OUTSIDE CLEANOUT SPOKE,WEB,Tennessee,N TREZEVANT ST,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2108 LATHAM ST,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:43:07 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:38:37 AM,2108 LATHAM ST MEMPHIS TN,MEMPHIS,50076369,50076369,,10205,,11/15/2024 10:43:07 AM,,,2108 LATHAM ST,,,,,,,049008  00064,,11/15/2024 10:43:07 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,LATHAM ST,,,133,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
3208 SUMMER AVE,,,B,Billing,,MEMPHIS,,Wednesday,,,11/15/2024 11:34:53 AM,Solid Waste Management,,Solid Waste Management,,3208 SUMMER AVE MEMPHIS TENNESSEE,Memphis,7182907,7182907,,10440,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3208 SUMMER AVE,,,A,,,,038013  00018,,11/15/2024 11:32:00 AM,Low,Open,SWM-Solid Waste Fees,,,,WEB,Tennessee,SUMMER AVE,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1807 JOHN PAUL DR,,,C,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 11:38:54 AM,Solid Waste Management,,Solid Waste Management,,1807 JOHN PAUL DR MEMPHIS TENNESSEE,Memphis,7182909,7182909,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1807 JOHN PAUL DR,,,A,,,,059031  00106,,11/15/2024 11:37:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,JOHN PAUL DR,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2131 HUNTER AVE,,,A,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 08:12:11 AM,Solid Waste Management,,Solid Waste Management,,2131 HUNTER AVE MEMPHIS TENNESSEE,Memphis,7182740,7182740,,10432,,11/15/2024 09:40:05 AM,,,2131 HUNTER AVE,,,,,,,041033  00005,,11/15/2024 08:10:00 AM,Low,Closed,SWM-Garbage Missed,SWM100,,p/u,WEB,Tennessee,HUNTER AVE,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
94 N GOODLETT ST,,,B,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 10:07:17 AM,Solid Waste Management,,Solid Waste Management,,94 N GOODLETT ST MEMPHIS TENNESSEE,Memphis,7182855,7182855,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,94 N GOODLETT ST,,,A,,,,055011  00018,,11/15/2024 10:04:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,N GOODLETT ST,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3185 NATHAN AVE,,,B,Cart Maintenance,,MEMPHIS,,Wednesday,,,11/15/2024 08:48:22 AM,Solid Waste Management,,Solid Waste Management,,3185 NATHAN AVE MEMPHIS TENNESSEE,Memphis,7182769,7182769,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3185 NATHAN AVE,,,A,,,,044027  00006,,11/15/2024 08:45:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,NATHAN AVE,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4070 BARTON DR,,,,,,MEMPHIS,,,,,11/15/2024 02:43:36 PM,DRAIN MAINTENANCE,,Public Works,11/22/2024 08:41:04 AM,4070 BARTON DR MEMPHIS TN 38116,MEMPHIS,50076418,50076418,,29747,,11/15/2024 02:43:36 PM,,,4070 BARTON DR,072,,,,,,078100  00001,38116,11/15/2024 08:42:00 AM,High,Open,PW (DM)-CAVITY IN STREET,,,,WEB,TN,BARTON DR,,,,,POINT (-90.02111 35.03237),Not Applicable,3,,,12,15
"1599 Rice St, Memphis, TN, 38108, USA",,,A,Recycle,,MEMPHIS,,Wednesday,,,11/15/2024 04:28:02 PM,Solid Waste Management,,Solid Waste Management,,"1599 RICE ST, MEMPHIS, TN, 38108, USA",CITIZEN,7183111,7183111,,10435,,11/15/2024 04:28:02 PM,,,"1599 RICE ST, MEMPHIS, TN, 38108, USA",,,,,,,,,11/15/2024 04:05:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,RICE ST,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
